word,meaning,option1,option2,option3,Ginger,River,Sigma
SINK,水槽,藉口,頑皮,靈魂,0,0,0
SIR,先生(尊稱),地毯,發音,除了,0,0,0
SISTER,姐妹,一包(袋),轉角,搖晃,0,0,0
SIT,坐(下),地圖,英吋,河馬,0,0,0
SIX,六,溪流,舉起,題目,0,0,0
SIXTEEN,十六,七月,車站,牛仔褲,0,0,0
SIXTY,六十,蝙蝠,也,收到,0,0,0
SIZE,尺寸,(用單數動詞),(海,牆(壁),0,0,0
SKATE,溜冰,睡著的,三十,稀少的,0,0,0
SKI,滑雪,開槍,(用單數動詞),銀行,0,0,0
SKIING,滑雪,第一,胃,讓(允許),0,0,0
SKILL,技巧,元,使成對,昨天,0,0,0
SKILLFUL,有技巧的,鋼琴,掃地,樓下,0,0,0
SKIN,皮膚,教,扶手椅,可愛,0,0,0
SKINNY,皮包骨的,鉛筆,攀爬,辣,0,0,0
SKIRT,裙子,抱怨,騎,醫院,0,0,0
SKY,天空,嘴巴,婚禮,長凳,0,0,0
SLEEP,睡覺,拇指,包裹,(人的)聲音,0,0,0
SLEEPY,想睡的,一,決定,磚塊,0,0,0
SLENDER,苗條,豬,(,休息,0,0,0
SLICE,切(薄)片,極好的,襯衫,(用單數動詞),0,0,0
SLIDE,溜滑梯,吠,晴朗的,安全的,0,0,0
SLIM,苗條,地下道,天使,原諒,0,0,0
SLIPPERS,拖鞋,甚至,放置,復原,0,0,0
SLOW,慢的,直升機,大的,原理,0,0,0
SMALL,小的,社會,餃子,意指,0,0,0
SMART,機警,橋,浪費,決定,0,0,0
SMELL,聞(到),邊緣,鼻子,長沙發,0,0,0
SMILE,微笑,抵達,角色,追逐,0,0,0
SMOKE,抽菸,(,週末,恐懼,0,0,0
SNACK,零食,抽屜,季節,傷口,0,0,0
SNAIL,蝸牛,機敏,瘋狂,存活,0,0,0
SNAKE,蛇,控制,紅色(的),工作,0,0,0
SNEAKERS,運動鞋,人類,飯店,收入,0,0,0
SNEAKY,鬼鬼祟祟的,好的,籃球,耳朵,0,0,0
SNOW,雪,下評論,鬼鬼祟祟的,輸,0,0,0
SNOWMAN,雪人,航行,控制,國家,0,0,0
SNOWY,下雪的,週一,嬰兒,自私的,0,0,0
SOAP,肥皂,籃子,拖鞋,司機,0,0,0
SOCCER,足球,九,及格,領導者,0,0,0
SOCIAL,社會的,吠,物體,有可能的,0,0,0
SOCIETY,社會,關閉,忌妒的,自由,0,0,0
SOCKS,襪子,字彙,尚未(否定),親戚,0,0,0
SODA,蘇打(氣泡)水,羔羊,極小的,指揮,0,0,0
SOFA,沙發,衣架,嗜好,床,0,0,0
SOFTBALL,壘球,同班同學,存活,摩托車,0,0,0
SOLDIER,軍人,原理,努力,英吋,0,0,0
SOLVE,解決,歌手,表現,停止,0,0,0
SOME,一些,突然的,事件,翅膀,0,0,0
SOMEONE,(,航行,我們的,溫和的,0,0,0
SOMETHING,(用單數動詞),零,打鬥,比較多,0,0,0
SOMETIMES,有時候,最多,玉米,塗抹,0,0,0
SOMEWHERE,某處,前者的,老鼠,姑.姨.嬸.伯/舅母,0,0,0
SON,兒子,咖啡色(的),字彙,馬鈴薯,0,0,0
SONG,歌曲,允許,從,景色,0,0,0
SOON,很快地,春天,然後,(大)自然,0,0,0
SORRY,抱歉的,手勢,自助餐館,切(薄)片,0,0,0
SOUL,靈魂,醒來,較少的,男人,0,0,0
SOUND,聽(到),春天,街區,火車,0,0,0
SOUP,湯,牛,生產,四,0,0,0
SOUR,酸的,十四,蛋,煮沸,0,0,0
SOUTH,南方(的),週六,選擇,校園,0,0,0
SOYSAUCE,醬油,潮濕的,任何地方,藍色(的),0,0,0
SPACE,空間,棉花,美國,巢,0,0,0
SPAGHETTI,義大利麵,電腦,音樂家,健康,0,0,0
SPEAK,講,天然氣,追蹤,圖案,0,0,0
SPEAKER,擴音機,口渴的,目的,離開,0,0,0
SPECIAL,特別的,妒忌,極好的,外國的,0,0,0
SPEECH,演講,獎品/金,超越於,(,0,0,0
SPEED,速度,給,籠子,導管,0,0,0
SPELL,(用字母)拼字,銷售員,碗,好笑,0,0,0
SPIDER,蜘蛛,救護車,萵苣,手電筒,0,0,0
SPIRIT,精神,數學,領導者,收到,0,0,0
SPOON,湯匙,垃圾,網子,飢餓,0,0,0
SPORTS,運動,這個,九,衝浪,0,0,0
SPOT,斑,其他的,發明,發燒,0,0,0
SPREAD,塗抹,困難的,仍然,邀請,0,0,0
SPRING,春天,駕駛,火,建議,0,0,0
SQUARE,正方形,出現,美術,貼上,0,0,0
STAIRS,樓梯,反對,獎品/金,主動,0,0,0
STAMP,郵票,像,粗心的,真相(不可數),0,0,0
STAND,站立,保持,歷史,除,0,0,0
STAR,星星,國文,筷子,襯衫,0,0,0
START,開始,極好的,死亡,處罰,0,0,0
STATE,狀態,旗子,太陽,青少年,0,0,0
STATION,車站,欺騙,粉末(不可數),下雪的,0,0,0
STAY,停留,何時,(用單數動詞),最新的,0,0,0
STEAK,牛排,拷貝,美術,世界,0,0,0
STEAL,偷,足夠的,因為,家人,0,0,0
STEAM,蒸氣,這,訪客,教育,0,0,0
STEP,步伐,分枝,番石榴,頭髮,0,0,0
STILL,仍然,邀請,成為,烤肉,0,0,0
STINGY,小氣的,困難,速度,處理,0,0,0
STOMACH,胃,洞,長褲,極冷的,0,0,0
STONE,石頭,一世紀,辣,相當,0,0,0
STOP,停止,雪,梨子,半(小時),0,0,0
STORE,商店,萵苣,長褲,運動鞋,0,0,0
STORM,暴風雨,背心,吹風機,鉛筆,0,0,0
STORMY,暴風雨的,面具,邊,未來,0,0,0
STORY,故事,不,忙碌的,水手,0,0,0
STOVE,爐灶,計畫,手指,停留,0,0,0
STRAIGHT,筆直的,三月,餐(點),置物櫃,0,0,0
STRANGE,奇怪的,使關心,富有的,狹窄的,0,0,0
STRANGER,陌生人,技師,男演員,保齡球,0,0,0
STRAW,吸管,背心,健行,日記,0,0,0
STRAWBERRY,草莓,週六,傷心的,明天,0,0,0
STREAM,溪流,非常,缺席的,抽菸,0,0,0
STREET,街道,結束,圍巾,水桶,0,0,0
STRIKE,侵襲,句子,王國,不可能的,0,0,0
STRONG,強壯的,痛苦的,選舉出,雪,0,0,0
STUDENT,學生,這,風景(不可數),感冒,0,0,0
STUDY,書房,隨身聽,尖銳的,健康,0,0,0
STUPID,笨的,短上衣,困難,真相(不可數),0,0,0
STYLE,風格,沙拉,蛇,天橋,0,0,0
SUBJECT,話題,意見,痛苦,丈夫,0,0,0
SUBWAY,地下鐵,主動,任何事,大象,0,0,0
SUCCEED,成功,眼鏡,商店,邀請,0,0,0
SUCCESS,成功,旗子,兩者(都),頭,0,0,0
SUCCESSFUL,成功的,節目,皇后,河馬,0,0,0
SUCH,如此的,(,連結,強壯的,0,0,0
SUDDEN,突然的,公升,如何,胡蘿蔔,0,0,0
SUGAR,糖,種植,(,泥土,0,0,0
SUGGEST,建議,隧道,形成,咖啡色(的),0,0,0
SUIT,套裝,寶藏,然後,餃子,0,0,0
SUMMER,夏天,奇怪的,清洗,治療,0,0,0
SUN,太陽,才華,膝蓋,悲慘的,0,0,0
SUNDAY,週日,問題,享受,跑步,0,0,0
SUNNY,陽光充足的,戲劇,怒氣,奶油,0,0,0
SUPER,超級的,幼稚的,(,駕駛(飛機),0,0,0
SUPPER,晚餐,洋裝,這,六十,0,0,0
SUPPORT,支持,烹飪,英雄,臀部,0,0,0
SURE,當然的,翹翹板,關於,索價,0,0,0
SURF,衝浪,蓋子,枯燥無趣的,中國,0,0,0
SURPRISE,使驚訝,島,唱歌,參加,0,0,0
SURPRISED,感到驚訝的,雖然,肩膀,幫忙,0,0,0
SURVIVE,存活,排球,線條,結果,0,0,0
SWALLOW,吞,多雲的,(距離)遠的,豆子,0,0,0
SWAN,天鵝,粗心的,青蛙,大的,0,0,0
SWEATER,毛衣,甜點,拇指,在,0,0,0
SWEEP,掃地,銀子,門,發音,0,0,0
SWEET,甜的,高的,市場,彩虹,0,0,0
SWIM,游泳,等待,進入,電話,0,0,0
SWIMMING,游泳,村莊,角色,胡椒,0,0,0
SWIMSUIT,(女)泳衣,迸裂,(用單數動詞),增加,0,0,0
SWING,搖晃,正的,健行,但是,0,0,0
SYMBOL,象徵,昆蟲,任期,村莊,0,0,0
SYSTEM,系統,生氣的,不誠實的,高的,0,0,0
TABLE,桌子,門,胖的,嬰兒,0,0,0
TAIL,尾巴,練習,字彙,梳子,0,0,0
TAIWAN,台灣,打鬥,成功,鼻子,0,0,0
TAKE,拿取,手,電腦,歌手,0,0,0
TALENT,才華,事先,寬的,人,0,0,0
TALK,講話,祈禱,雲,減緩,0,0,0
TALKATIVE,愛說話,大門,離開,機警,0,0,0
TALL,高的,總統,樓梯,邪惡的,0,0,0
TANGERINE,橘子,玩具,美國,或許,0,0,0
TANK,坦克車,謙虛的,某處,墊子,0,0,0
TAPE,錄音帶,小姐(未婚),邊緣,一世紀,0,0,0
TASTE,嚐(到),在,考試,鏡子,0,0,0
TAXI,計程車,導管,苗條,困難,0,0,0
TEA,茶,濕的,沐浴,世界,0,0,0
TEACH,教,水槽,變遷,碟子,0,0,0
TEACHER,老師,老虎,知道,腿,0,0,0
TEAM,團隊,森林,美麗,任何地方,0,0,0
TEAPOT,茶壺,票,贏,提供,0,0,0
TEAR,淚水,泥漿,置物櫃,懷疑,0,0,0
TEENAGER,青少年,根源,三明治,假期,0,0,0
TELEPHONE,電話,感到驚訝的,開始,社會,0,0,0
TELEVISION,(,外交官,橄欖球,咬,0,0,0
TELL,告訴,上面(的),七十,(淺)盤子,0,0,0
TEMPLE,寺廟,樂趣,舔,麻煩,0,0,0
TEN,十,避免,顧客,下個的,0,0,0
TENNIS,網球,增加,下巴,明信片,0,0,0
TENT,帳篷,爭執(論),蝸牛,如何,0,0,0
TERM,任期,大象,百,冰,0,0,0
TERRIBLE,可怕的,分(錢),連結,籃子,0,0,0
TERRIFIC,棒極了的,船,髒的,毯子,0,0,0
TEST,考試,泳池,圖,沙發,0,0,0
TEXTBOOK,教科書,追逐,閃電,衝浪,0,0,0
THAN,比,結果,排球,鐵路,0,0,0
THANK,謝謝,茶,銀行,厚的,0,0,0
THAT,那個,陽台,罐頭,空間,0,0,0
THE,這,安全的,化學,玩笑,0,0,0
THEATER,劇院,充滿,賣,廁所,0,0,0
THEIR,他們的,線條,冬天,老闆,0,0,0
THEIRS,(,乾燥的,懷疑,那些,0,0,0
THEMSELVES,他們自己,房間,超級的,冬天,0,0,0
THEN,然後,打鬥,完美的,溪流,0,0,0
THERE,那裏,生日,有自信的,道歉,0,0,0
THEREFORE,因此,何地,郵件,(,0,0,0
THESE,這些,很少,吃,小提琴,0,0,0
THICK,厚的,水龍頭,有活力的,國王,0,0,0
THIEF,小偷,離開,身體,避免,0,0,0
THIN,瘦的,情緒,參加,(歌,0,0,0
THING,事情,技巧,抱歉的,選擇,0,0,0
THINK,想,勤勉的,目標,進去,0,0,0
THIRD,第三,球場,老的,沙子,0,0,0
THIRSTY,口渴的,鐵路,富有的,令人愉悅的,0,0,0
THIRTEEN,十三,市場,歡喜,馬鈴薯,0,0,0
THIRTY,三十,架子,派,大象,0,0,0
THIS,這個,結果,蛇,啞的,0,0,0
THOSE,那些,電話,天然的,一捆(卷,0,0,0
THOUGH,雖然,真誠的,睡衣,完成,0,0,0
THOUGHT,想法,昔日,也不(倒裝),同班同學,0,0,0
THOUSAND,千,自助餐館,農夫,足球,0,0,0
THREE,三,孤獨,珍貴的,二十,0,0,0
THROAT,喉嚨,建造,袋鼠,英磅,0,0,0
THROUGH,穿越,板,王國,樂團,0,0,0
THROW,丟,百萬,取消,淚水,0,0,0
THUMB,拇指,錄影機(帶),網球,游泳,0,0,0
THUNDER,雷,膝蓋,瀑布,(用字母)拼字,0,0,0
THURSDAY,週四,平躺,主人,手腕,0,0,0
TICKET,票,甜的,下巴,幽默的,0,0,0
TIDY,整齊的,果醬,八月,父/母,0,0,0
TIE,領帶,遊戲,捷運,航空公司,0,0,0
TIGER,老虎,原子筆,大門,勇氣(不可數),0,0,0
TILL,直到,會議,上升,鄰居,0,0,0
TIME,時間,掉,生命,小貓,0,0,0
TINY,極小的,講,溫暖的,事件,0,0,0
TIRED,疲累,故事,星星,跳,0,0,0
TITLE,標題,女服務生,激發,刷,0,0,0
TOAST,烤吐司,一套,姑.姨.嬸.伯/舅母,果醬,0,0,0
TODAY,今天,聚集,壞的,煮沸,0,0,0
TOE,腳趾,牛肉,海外的,高速公路,0,0,0
TOFU,豆腐,洞,問題,下雨的,0,0,0
TOGETHER,一起,吼叫,航空公司,幾乎,0,0,0
TOILET,廁所,極小的,房間,鬍子,0,0,0
TOMATO,番茄,交通,前面的,出口,0,0,0
TOMORROW,明天,湯,提供,數量,0,0,0
TONGUE,舌頭,疲累,貓,壞的,0,0,0
TONIGHT,今晚,半(小時),三十,主人,0,0,0
TOO,(放句尾),鼻子,團體,你(們)的,0,0,0
TOOL,工具,市場,菜單,自從,0,0,0
TOOTH,牙齒,皮夾,僱用,果汁,0,0,0
TOOTHACHE,牙痛,家人,坦克車,青蛙,0,0,0
TOOTHBRUSH,牙刷,市場,在,拉,0,0,0
TOP,上面(的),回答,或許,碰觸,0,0,0
TOPIC,題目,短袖圓領運動衫,圍牆,歷史,0,0,0
TOTAL,總計,電影,嚐(到),磚塊,0,0,0
TOUCH,碰觸,山丘,市場,便利的,0,0,0
TOWARD,往,拜訪,金(黃)色(的),總是,0,0,0
TOWEL,毛巾,了解,院子,懶惰的,0,0,0
TOWER,塔,茶壺,美麗,想法,0,0,0
TOWN,城鎮,童年,不誠實的,喉嚨,0,0,0
TOY,玩具,(,在國外,馬鈴薯,0,0,0
TRACE,追蹤,英文,外交官,例子,0,0,0
TRADE,貿易,存在,孤獨,愛說話,0,0,0
TRADITION,傳統,富有的,鳥,存活,0,0,0
TRAFFIC,交通,下雨的,提(高),結果,0,0,0
TRAIN,火車,樹,計程車,胖的,0,0,0
TRAP,使落入圈套,拉,兒子,真誠的,0,0,0
TRASH,垃圾,有用的,發明,醫生,0,0,0
TRAVEL,旅行,院子,律師,喉嚨,0,0,0
TREASURE,寶藏,感覺,上司,機器,0,0,0
TREAT,請客,成功,帳篷,門,0,0,0
TREE,樹,手套,夏天,書架,0,0,0
TRIANGLE,三角形,八十,破壞,月(日)曆,0,0,0
TRICK,把戲,製作,家事,(留心)聽,0,0,0
TRIP,旅行,翹翹板,傳統,水手,0,0,0
TROUBLE,麻煩,打擾,馬鈴薯,目的,0,0,0
TROUSERS,長褲,缺乏,修正,理髮,0,0,0
TRUCK,貨車,尊敬,葡萄,很少,0,0,0
TRUE,真實的,槍,飽的,午餐,0,0,0
TRUMPET,喇叭,有智慧的,慢的,拖鞋,0,0,0
TRUST,信任,教育,危險的,公園,0,0,0
TRUTH,真相(不可數),猴子,啞的,走路,0,0,0
TRY,嘗試,擁有,答應,生氣的,0,0,0
TSHIRT,短袖圓領運動衫,兔子,尋常的,翹翹板,0,0,0
TUB,浴缸,鹽,下評論,討論,0,0,0
TUBE,管子,睡覺,信任,成人,0,0,0
TUESDAY,週二,公平的,鼻子,數字,0,0,0
TUNNEL,隧道,大象,生意,孩童,0,0,0
TURKEY,火雞,(用單數動詞),主人,支持,0,0,0
TURN,轉(彎),工程師,郵件,週六,0,0,0
TURTLE,烏龜,筆記本,第三,管子,0,0,0
TWELVE,十二,成為,過去,公里,0,0,0
TWENTY,二十,西瓜,輸家,一條(吐司),0,0,0
TWO,二,尋常的,出售,週日,0,0,0
TYPE,打字,看到,小提琴,二月,0,0,0
TYPHOON,颱風,沙漠,開始,墊子,0,0,0
UGLY,醜的,輪子,三明治,(用單數動詞),0,0,0
UMBRELLA,雨傘,騎,尖銳的,大笑,0,0,0
UNCLE,叔.伯.舅.姑/姨丈,一瓶,零食,頭,0,0,0
UNDER,在,卡式磁帶,自由,手指,0,0,0
UNDERLINE,畫底線,美國人,僱用,選擇,0,0,0
UNDERPASS,地下道,奇怪的,理由,(歌,0,0,0
UNDERSTAND,了解,擁有,夢想,警鈴,0,0,0
UNDERWEAR,內衣,拉,三月,小圓麵包,0,0,0
UNHAPPY,不快樂的,手勢,博物館,星期,0,0,0
UNIFORM,制服,旅行,金子,改善,0,0,0
UNIQUE,獨一無二的,水果,嗜好,蜜蜂,0,0,0
UNIVERSE,宇宙,天鵝,碟子,描寫,0,0,0
UNIVERSITY,大學,再見,字典,浪費,0,0,0
UNTIL,直到,真誠的,火車,中等的,0,0,0
UPON,在,農場,街道,小偷,0,0,0
UPSTAIRS,樓上,國文,鉛筆,引導,0,0,0
USA,美國,夾克,從不,衣架,0,0,0
USE,使用,小考,搖晃,母雞,0,0,0
USEFUL,有用的,淚水,丟,臉,0,0,0
USUAL,通常的,過去,微波爐,翅膀,0,0,0
USUALLY,慣常地,但是,蛋,想要,0,0,0
VACATION,假期,戒指,僕人,神父,0,0,0
VALLEY,山谷,綿羊,雪,缺乏,0,0,0
VALUABLE,有價值的,耳朵,部分(的),地毯,0,0,0
VALUE,價值,十六,慣常地,感到無聊的,0,0,0
VEGETABLE,蔬菜,意思,私下的,關於,0,0,0
VENDOR,小販,兔子,重複,包含,0,0,0
VERY,非常,週一,強調,傳統,0,0,0
VEST,背心,從不,相似的,體育館,0,0,0
VICTORY,勝利,不同,猜測,表達,0,0,0
VIDEO,錄影機(帶),夥伴,(,在國外,0,0,0
VILLAGE,村莊,重量,奶油,字彙,0,0,0
VINEGAR,醋,古典的,半(小時),結婚的,0,0,0
VIOLIN,小提琴,公寓,烤肉,讀,0,0,0
VISIT,拜訪,健行,檢查,機敏,0,0,0
VISITOR,訪客,姪女,腳趾,玩,0,0,0
VOCABULARY,字彙,最後,總計,影響力,0,0,0
VOICE,(人的)聲音,口渴的,緊張的,理由,0,0,0
VOLLEYBALL,排球,圖,游泳,咬,0,0,0
VOTE,投票,毛衣,化學,笨的,0,0,0
WAIST,腰,追蹤,人類,胖的,0,0,0
WAIT,等待,遠的,舔,禮物,0,0,0
WAITER,男服務生,天花板,晴朗的,嗜好,0,0,0
WAITRESS,女服務生,店主,(海,自私的,0,0,0
WAKE,醒來,服裝,時鐘,身體,0,0,0
WALK,走路,期待,六月,司機,0,0,0
WALKMAN,隨身聽,護士,霧,你們自己,0,0,0
WALL,牆(壁),蟑螂,蝸牛,摩擦,0,0,0
WALLET,皮夾,你們自己,字母表,往下,0,0,0
WANT,想要,烏龜,有名的,一起,0,0,0
WAR,戰爭,經營,講,分枝,0,0,0
WARM,溫暖的,死亡,鑰匙,(,0,0,0
WASH,清洗,熱氣,節目,種子,0,0,0
WASTE,浪費,錯的,丟,哭泣,0,0,0
WATCH,手表,工作,比,餅乾,0,0,0
WATER,水,桃子,電纜線,美國人,0,0,0
WATERFALLS,瀑布,全體的,行星,尺寸,0,0,0
WATERMELON,西瓜,或許,檢查,在,0,0,0
WAVE,揮手,下雨,圓的,基地,0,0,0
WAY,方法,在附近,傑出的,整齊的,0,0,0
WEAK,虛弱的,苗條,決定,週五,0,0,0
WEAR,服裝,部分,現代的,打,0,0,0
WEATHER,天氣,長沙發,帶來,數學,0,0,0
WEDDING,婚禮,穀物麥片,帥的,癌症,0,0,0
WEDNESDAY,週三,重複,臥室,父/母,0,0,0
WEEK,星期,平原,自然,鉛筆,0,0,0
WEEKDAY,平日,嘗試,氣球,鹽,0,0,0
WEEKEND,週末,知識,假日,結婚的,0,0,0
WEIGHT,重量,銀行,正面的,開始,0,0,0
WELCOME,歡迎,尾巴,二,停留,0,0,0
WELL,健康,秘密,粗魯,答應,0,0,0
WEST,西方(的),除了,任期,在,0,0,0
WET,濕的,讚美,(,超重的,0,0,0
WHALE,鯨魚,拜訪,昨天,主要的,0,0,0
WHAT,什麼(事物),浴缸,下午,貿易,0,0,0
WHEEL,輪子,翹翹板,跟隨,颱風,0,0,0
WHEN,何時,數個的,兩者(都),在,0,0,0
WHERE,何地,毯子,準備,枕頭,0,0,0
WHETHER,是否,瘋狂,河馬,暴風雨的,0,0,0
WHICH,哪一個,豬,大聲地,基本的,0,0,0
WHILE,當,樓梯,活力,中的,0,0,0
WHITE,白色(的),想要,地址,深的,0,0,0
WHO,什麼人,炒菜鍋,天使,毒(物),0,0,0
WHOLE,全體的,風格,沐浴,正的,0,0,0
WHOSE,(,書桌,約會,付錢,0,0,0
WHY,什麼原因,鬼魂,火腿,慾望,0,0,0
WIDE,寬的,噪音,翹翹板,全然,0,0,0
WIFE,妻子,真地,健行,穿越,0,0,0
WILD,野生的,袋鼠,圓,晚餐,0,0,0
WIN,贏,噪音,仍然,週二,0,0,0
WIND,風,袋鼠,女服務生,怒氣,0,0,0
WINDOW,窗戶,雨傘,活著的,很快地,0,0,0
WINDY,多風的,燒,事實,成功的,0,0,0
WING,翅膀,公寓,白色(的),嚴重的,0,0,0
WINNER,贏家,習慣,鈕扣,接受,0,0,0
WINTER,冬天,噪音,罐頭,炸彈,0,0,0
WISE,有智慧的,茶壺,苦的,菜單,0,0,0
WISH,但願,越過,回收,虛弱的,0,0,0
WITH,帶有,墊子,降落,心(臟),0,0,0
WITHOUT,無,表達,名字,日常的,0,0,0
WOK,炒菜鍋,一瓶,吵雜的,使興奮,0,0,0
WOLF,野狼,天,八月,建造,0,0,0
WOMAN,女人,沉默的,綠色(的),古老的,0,0,0
WONDERFUL,極好的,虛弱的,圓,袋鼠,0,0,0
WOOD,木頭,繼續,有禮貌的,空格,0,0,0
WOODS,樹林,馬路,廣播,發音,0,0,0
WORD,字,蜜蜂,讚美,抽屜,0,0,0
WORK,工作,公分,星期,買,0,0,0
WORKBOOK,習作簿,才華,裝飾,字母表,0,0,0
WORKER,工人,損害,頁,揮手,0,0,0
WORLD,世界,(用單數動詞),橋,百萬,0,0,0
WORM,(沒腳的)蟲,夾克,玻璃杯,什麼原因,0,0,0
WORRY,擔心,空間,這,檸檬,0,0,0
WOUND,傷口,玻璃杯,了解,休息,0,0,0
WRIST,手腕,美國人,想法,她的,0,0,0
WRITE,寫,校園,劃分,甚至,0,0,0
WRITER,作家,直升機,烏龜,缺乏,0,0,0
WRONG,錯的,左邊(的),跳舞,頭髮,0,0,0
YARD,院子,五十,表現,果醬,0,0,0
YEAR,年,主動,某處,腳趾,0,0,0
YELL,吼叫,行動,玩具,有活力的,0,0,0
YELLOW,黃色(的),嘴巴,真實的,安靜的,0,0,0
YES,(,小姐(未婚),板,二,0,0,0
YESTERDAY,昨天,陣雨,第三,扶手椅,0,0,0
YET,尚未(否定),聽(到),驕傲,推,0,0,0
YOUNG,年輕的,地理,邊緣,六十,0,0,0
YOUR,你(們)的,有可能的,在,牛肉,0,0,0
YOURS,(,摩托車,陽光充足的,外交官,0,0,0
YOURSELF,你自己,付錢,玉米,破裂,0,0,0
YOURSELVES,你們自己,表現,感冒,活力,0,0,0
YOUTH,青年,邊,老鼠,政府,0,0,0
YUMMY,好吃的,母親,什麼原因,贏,0,0,0
ZEBRA,斑馬,邪惡的,天空,極冷的,0,0,0
ZERO,零,脖子,激發,盲的,0,0,0
ZOO,動物園,在國外,允許,筆記本,0,0,0
